Image Name,Description,Categories,label
crack(crop)088.jpg,"4. The inspection image of the steel pipe weld displays defects, with cracks being a notable finding. These cracks, which can be linear imperfections present either on the surface or inside the material, are often attributed to stress concentration or residual stress that emerges during the cooling phase.","steel pipe, crack",402
crack(crop)089.jpg,"5. In the image capturing the inspection of the steel pipe weld, defects such as cracks are observable. Cracks, linear flaws that can be found on the surface or inside the material, are commonly caused by stress concentration or residual stress that occurs during the cooling process.","steel pipe, crack",402
crack(crop)090.jpg,"1. The image of inspecting the welding on this steel pipe reveals the presence of defects, specifically cracks. These cracks, which are linear imperfections found either on the surface or within the material, are typically a result of stress concentration or residual stress that occurs during the cooling phase.","steel pipe, crack",402
crack(crop)091.jpg,"2. In this image capturing the inspection of a welded steel pipe, various defects are highlighted, with cracks being the most prominent. These linear flaws can be observed either on the surface or within the material, often stemming from stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(crop)092.jpg,"3. Highlighted in the inspection image of this steel pipe weld are defects, with cracks being a notable find. Cracks, which manifest as linear imperfections either on the surface or inside the material, are frequently attributed to stress concentration or residual stress that occurs during cooling.","steel pipe, crack",402
crack(crop)093.jpg,"4. The inspection image of this steel pipe weld showcases defects, most notably cracks. These linear imperfections can be observed on the surface or within the material and are commonly associated with stress concentration or residual stress that develops during the cooling process.","steel pipe, crack",402
crack(crop)094.jpg,"5. Captured in the inspection image of this steel pipe weld are various defects, with cracks being among the identified issues. These linear imperfections, whether on the surface or inside the material, are typically caused by stress concentration or residual stress that occurs as the material cools down.","steel pipe, crack",402
crack(crop)095.jpg,"1. The inspection image of the steel pipe weld reveals the presence of cracks as defects. These linear imperfections can occur either on the surface or within the material, typically resulting from stress concentration or residual stress that emerges during the cooling phase.","steel pipe, crack",402
crack(crop)096.jpg,"2. Within this image capturing the inspection of the steel pipe weld, various defects such as cracks are clearly visible. Cracks, which are linear anomalies found either on the surface or inside the material, are commonly triggered by stress concentration or residual stress that occurs while the material cools down.","steel pipe, crack",402
crack(crop)097.jpg,"3. The defects detected in this inspection image of the steel pipe weld include cracks, which are linear imperfections that can manifest on the surface or internally within the material. These cracks are often a consequence of stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(crop)098.jpg,"4. In the image depicting the inspection of the steel pipe weld, one can observe defects such as cracks. These linear flaws may be found on the surface or inside the material and are typically caused by stress concentration or residual stress that occurs as the material cools down.","steel pipe, crack",402
crack(crop)099.jpg,"5. This inspection image of the steel pipe weld clearly displays defects, including cracks. Cracks, which are linear imperfections that can be located on the surface or internally within the material, are frequently induced by stress concentration or residual stress that emerges during the cooling phase.","steel pipe, crack",402
crack(crop)100.jpg,"1. The inspection image of this steel pipe weld reveals flaws, with cracks being one of the detected defects. Cracks, which are linear imperfections found either on the surface or within the material, are frequently the result of stress concentration or residual stress that occurs during the cooling phase.","steel pipe, crack",402
crack(crop)101.jpg,"2. Defects, such as cracks, are visible in the inspection image of the steel pipe weld. Cracks, characterized as linear faults that can be present on the surface or internally within the material, are commonly attributed to stress concentration or residual stress incurred during the cooling process.","steel pipe, crack",402
crack(crop)102.jpg,"3. Within the inspection image of the steel pipe weld, various defects are noticeable, including the presence of cracks. These cracks, which are linear imperfections that can manifest on the surface or within the material, are typically caused by stress concentration or residual stress experienced during cooling.","steel pipe, crack",402
crack(crop)103.jpg,"4. The image captured during the inspection of the steel pipe weld displays several defects, with crack formation being one of the observed issues. Cracks, identifiable as linear imperfections that may appear either on the surface or inside the material, are often the result of stress concentration or residual stress generated during cooling.","steel pipe, crack",402
crack(crop)104.jpg,"5. In the inspection picture of the steel pipe weld, defects are apparent, notably the existence of cracks. These cracks, described as linear anomalies found on the surface or within the material, are frequently induced by stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(crop)105.jpg,"The inspection image of The welded steel pipe reveals defects, among which cracks are clearly visible. cracks, as linear flaws found on The surface or Within The material, are frequently The result of stress concentration or residual stress generated during The cooling phase.","steel pipe, crack",402
crack(crop)106.jpg,"Within this image taken during The steel pipe welding inspection, various defects are noticeable, with cracks being a prominent issue. These linear imperfections can be observed on The surface or inside The material, typically originating from stress concentration or residual stress during cooling.","steel pipe, crack",402
crack(crop)107.jpg,"Notable defects, such as cracks, can be seen in this inspection image of The welded steel pipe. cracks, which are linear faults that occur on The surface or Within The material, are often attributed to stress concentration or residual stress that occurs during The cooling process.","steel pipe, crack",402
crack(crop)108.jpg,"The inspection image showcasing welds on The steel pipe highlights The presence of defects, with cracks being a key area of concern. These linear imperfections, found on The surface or inside The material, are commonly caused by stress concentration or residual stress resulting from The cooling process.","steel pipe, crack",402
crack(crop)109.jpg,"in this image capturing The inspection of The welded steel pipe, various defects are evident, including cracks. These linear flaws, whether on The surface or inside The material, are frequently The consequence of stress concentration or residual stress induced during The cooling process.","steel pipe, crack",402
crack(crop)110.jpg,"Shown in this inspection image of a steel pipe weld are defects, such as cracks. These linear flaws can be found either on The surface or inside The material, typically resulting from stress concentration or residual stress incurred during The cooling phase.","steel pipe, crack",402
crack(crop)111.jpg,"in The image of The steel pipe weld inspection, various defects are visible, with cracks being one of them. These linear imperfections can occur either on The surface or Within The material, usually due to stress concentration or residual stress from cooling.","steel pipe, crack",402
crack(crop)112.jpg,"Revealed in this steel pipe weld inspection image are defects, notably cracks. such linear imperfections can be observed on The surface or Within The material, often arising from stress concentration or residual stress resulting from The cooling process.","steel pipe, crack",402
crack(crop)113.jpg,"The inspection image of The steel pipe weld displays defects, including cracks. cracks, which are linear imperfections found either on The surface or inside The material, are commonly caused by stress concentration or residual stress during The cooling process.","steel pipe, crack",402
crack(crop)114.jpg,"- Within this image of steel pipe weld inspection, defects are evident, with cracks being a prominent issue. These linear imperfections can manifest on the material's surface or internally, typically due to stress concentration or residual stress from the cooling process.","steel pipe, crack",402
crack(crop)115.jpg,"1. In this image capturing the inspection of a welded steel pipe, various defects are visible, with cracks being one of them. Linear in shape, cracks can occur either on the surface or within the material, typically brought about by stress concentration or residual stress as the material cools.","steel pipe, crack",402
crack(crop)116.jpg,"2. Defects, such as cracks, can be observed in this image taken during the inspection of a welded steel pipe. These linear imperfections may appear on the surface or inside the material and are commonly triggered by stress concentration or residual stress that arises during the cooling phase.","steel pipe, crack",402
crack(crop)117.jpg,"3. This inspection image of a welded steel pipe reveals the presence of defects, one of which is cracks. These linear flaws can manifest either on the surface or within the material, often originating from stress concentration or residual stress experienced during the cooling process.","steel pipe, crack",402
crack(crop)118.jpg,"4. Within this image depicting an inspection of a welded steel pipe, defects are evident, including the presence of cracks. Linear in nature, cracks can be found on the surface or inside the material, typically resulting from stress concentration or residual stress that occurs as the material cools.","steel pipe, crack",402
crack(crop)119.jpg,"5. Shown in this image of a steel pipe weld inspection are various defects, among them being cracks. These linear irregularities can be located on the surface or within the material, commonly caused by stress concentration or residual stress occurring during the cooling process.","steel pipe, crack",402
crack(cutout)001.jpg,"1. The inspection image of this steel pipe weld reveals the presence of defects, such as cracks, which are linear imperfections that can be found either on the surface or inside the material. These cracks are typically a result of stress concentration or residual stress that occurs during the cooling process.","steel pipe, crack",402
crack(cutout)002.jpg,"2. In the image showcasing the inspection of the weld on this steel pipe, various defects are visible, with cracks being one of them. Cracks, which are linear flaws that can appear either on the surface or within the material, are often a consequence of stress concentration or residual stress that arises during the cooling phase.","steel pipe, crack",402
crack(cutout)003.jpg,"3. Within the inspection image of the weld in this steel pipe, defects are clearly discernible, the most prominent being cracks. These linear imperfections can manifest either on the surface or within the material, with their occurrence commonly attributed to stress concentration or residual stress that develops during the cooling process.","steel pipe, crack",402
crack(cutout)004.jpg,"4. The inspection image of the weld on this steel pipe indicates the presence of defects, particularly cracks, which are linear anomalies that may be observed on the surface or within the material. These cracks are typically a result of stress concentration or residual stress that occurs as the material cools down.","steel pipe, crack",402
crack(cutout)005.jpg,"5. In the image capturing the inspection of the weld on this steel pipe, various imperfections, including cracks, are visible. These cracks, which are linear defects that can be located either on the surface or inside the material, are often caused by stress concentration or residual stress that emerges during the cooling process.","steel pipe, crack",402
crack(cutout)006.jpg,"1. The image of the steel pipe weld inspection reveals imperfections such as cracks, which are linear flaws found either on the surface or within the material. These cracks are typically a result of stress accumulation or residual stress from the cooling phase.","steel pipe, crack",402
crack(cutout)007.jpg,"2. Within this image capturing the inspection of a steel pipe weld, one can identify defects, notably cracks, which manifest as linear imperfections either on the surface or within the material. These cracks are frequently attributed to stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(cutout)008.jpg,"3. Examined in the steel pipe weld inspection image are defects, specifically cracks, which present as linear irregularities on the surface or within the material. The formation of these cracks is commonly linked to stress concentration or residual stress that occurs as the material cools down.","steel pipe, crack",402
crack(cutout)009.jpg,"4. The inspection image of the steel pipe weld showcases various defects, including cracks, which are linear anomalies observed on the surface or within the material. These cracks are typically a consequence of stress concentration or residual stress experienced during the cooling process.","steel pipe, crack",402
crack(cutout)010.jpg,"5. In the image from the steel pipe weld inspection, defects such as cracks are clearly visible. These cracks, appearing as linear flaws on both the surface and inside the material, are often the result of stress concentration or residual stress that occurs during the cooling phase.","steel pipe, crack",402
crack(cutout)011.jpg,"1. The image of inspecting the weld on this steel pipe reveals various flaws, among which cracks are prominent. These linear defects can appear on the surface or within the material, typically resulting from concentrated stress or residual stress from cooling.","steel pipe, crack",402
crack(cutout)012.jpg,"2. Within the inspection image of this steel pipe weld, one can spot defects such as cracks, which are linear imperfections that can be found on the surface or inside the material. These cracks are frequently induced by stress concentration or residual stress from the cooling phase.","steel pipe, crack",402
crack(cutout)013.jpg,"3. The inspection image of the weld on this steel pipe displays multiple flaws, with cracks being notably present. These linear defects can manifest either on the surface or within the material, often as a consequence of stress concentration or residual stress from the cooling process.","steel pipe, crack",402
crack(cutout)014.jpg,"4. In the examination image of the weld on this steel pipe, defects are visible, including cracks. These linear imperfections may be situated on the surface or inside the material, typically triggered by stress concentration or residual stress during cooling.","steel pipe, crack",402
crack(cutout)015.jpg,"5. Revealed in the inspection image of this steel pipe weld are defects, notably cracks. These linear irregularities can be observed on the surface or within the material, frequently arising from stress concentration or residual stress from the cooling process.","steel pipe, crack",402
crack(cutout)016.jpg,"1. The inspection image of the steel pipe weld displays defects, among which cracks can be identified. These linear imperfections can be found either on the surface or within the material, typically resulting from stress concentration or residual stress from the cooling phase.","steel pipe, crack",402
crack(cutout)017.jpg,"2. Within the image depicting the inspection of the steel pipe weld, various defects are visible, with cracks being a notable issue. These linear faults can manifest either externally or internally in the material, commonly triggered by stress concentration or residual stress incurred during cooling.","steel pipe, crack",402
crack(cutout)018.jpg,"3. The image capturing the inspection of the steel pipe weld reveals the presence of defects, particularly cracks. These linear anomalies can be observed on the surface or within the material, frequently originating from stress concentration or residual stress experienced in the cooling process.","steel pipe, crack",402
crack(cutout)019.jpg,"4. The inspection image of the steel pipe weld highlights the existence of defects, notably cracks. These linear irregularities may appear on the surface or within the material, often stemming from stress concentration or residual stress generated during the cooling phase.","steel pipe, crack",402
crack(cutout)020.jpg,"5. In the image portraying the inspection of the steel pipe weld, defects are evident, with cracks being a prominent issue. These linear imperfections can be detected either on the surface or inside the material, typically arising from stress concentration or residual stress induced during the cooling process.","steel pipe, crack",402
crack(cutout)021.jpg,"1. Revealed in this steel pipe weld inspection image are defects, notably cracks. These linear imperfections can be found on the surface or within the material, typically originating from stress concentration or residual stress during cooling.","steel pipe, crack",402
crack(cutout)022.jpg,"2. In this image capturing the inspection of steel pipe welds, various defects are visible, with cracks being the most prominent. These linear flaws can occur either on the surface or inside the material, usually due to stress concentration or residual stress from the cooling process.","steel pipe, crack",402
crack(cutout)023.jpg,"3. The inspection image of the welds on this steel pipe unveils defects, with cracks standing out among them. These linear imperfections can be observed on the material's surface or within it, commonly resulting from stress concentration or residual stress during the cooling phase.","steel pipe, crack",402
crack(cutout)024.jpg,"4. Within this image depicting the inspection of steel pipe welds, one can spot defects such as cracks. These linear anomalies are typically found on the material's surface or interior, often arising from stress concentration or residual stress generated during cooling.","steel pipe, crack",402
crack(cutout)025.jpg,"5. Displayed in the inspection image of this steel pipe weld are defects, particularly cracks. These linear irregularities can manifest on the material's surface or internally, typically triggered by stress concentration or residual stress from the cooling process.","steel pipe, crack",402
crack(cutout)026.jpg,"1. The image depicting the inspection of the weld on the steel pipe reveals the presence of defects, in particular cracks. These linear imperfections can be found either on the surface or within the material itself, typically resulting from stress concentration or residual stress incurred during the cooling phase.","steel pipe, crack",402
crack(cutout)027.jpg,"2. Shown in the inspection image of the welded steel pipe are defects, with cracks being prominently featured. These linear irregularities can manifest either on the surface or within the material, usually stemming from stress concentration or residual stress experienced during cooling.","steel pipe, crack",402
crack(cutout)028.jpg,"3. Within the inspection image of the steel pipe weld, various defects are visible, with cracks being a notable example. These linear imperfections may appear on the surface or inside the material, commonly arising from stress concentration or residual stress that occurs during the cooling process.","steel pipe, crack",402
crack(cutout)029.jpg,"4. Revealed in the inspection image of the steel pipe weld are defects, notably cracks. These linear flaws can be observed either on the surface or within the material, often as a result of stress concentration or residual stress accumulated during cooling.","steel pipe, crack",402
crack(cutout)030.jpg,"5. The steel pipe weld inspection image showcases the presence of defects, with cracks being one of the issues identified. These linear imperfections can be located either on the surface or inside the material, typically arising from stress concentration or residual stress experienced during the cooling process.","steel pipe, crack",402
crack(cutout)031.jpg,"1. The image of this steel pipe weld inspection reveals the presence of cracks, which are considered as linear imperfections that can be found either on the surface or inside the material. Such defects are frequently attributed to stress concentration or residual stress that occurs during the cooling process.","steel pipe, crack",402
crack(cutout)032.jpg,"2. In this image capturing the inspection of steel pipe welds, various defects are clearly visible, with cracks being the most prominent. These linear flaws can manifest on the surface or within the material, typically originating from stress concentration or residual stress that arises during cooling.","steel pipe, crack",402
crack(cutout)033.jpg,"3. Displayed in the steel pipe weld inspection image are discernible defects, notably cracks that are linear in nature. These imperfections can be observed on the surface or embedded within the material, often as a result of stress concentration or residual stress experienced during the cooling phase.","steel pipe, crack",402
crack(cutout)034.jpg,"4. The inspection image of the steel pipe weld showcases several defects, including the presence of cracks. These linear anomalies may appear on the surface or internally within the material, typically being attributed to stress concentration or residual stress that emerges during the cooling process.","steel pipe, crack",402
crack(cutout)035.jpg,"5. This image from the steel pipe weld inspection highlights the existence of cracks as defects, which can be linear in nature and located either on the surface or inside the material. Such imperfections are commonly associated with stress concentration or residual stress that occurs during the cooling stage.","steel pipe, crack",402
crack(cutout)036.jpg,"1. In this image of inspecting a welded steel pipe, visible defects such as cracks have been identified. Cracks, which are linear imperfections found either on the exterior or within the material, are frequently the result of stress concentration or residual stress that occurs as the material cools.","steel pipe, crack",402
crack(cutout)037.jpg,"2. The image captured during the inspection of a welded steel pipe reveals various defects, notably cracks. Cracks, linear flaws either visible on the surface or hidden within the material, are commonly induced by stress concentration or residual stress as the material undergoes cooling.","steel pipe, crack",402
crack(cutout)038.jpg,"3. Defects, including cracks, are evident in this inspection image of a welded steel pipe. These cracks, linear imperfections that may appear on the surface or within the material, are typically attributed to stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(cutout)039.jpg,"4. Within the inspection image of this welded steel pipe, defects such as cracks have been identified. Cracks, which are linear flaws that can be found either on the surface or within the material, are often a result of stress concentration or residual stress experienced during the cooling phase.","steel pipe, crack",402
crack(cutout)040.jpg,"5. This image depicting the inspection of a welded steel pipe highlights the presence of defects, particularly cracks. Cracks, linear imperfections visible on the surface or within the material, are commonly linked to stress concentration or residual stress that occurs as the material cools down.","steel pipe, crack",402
crack(cutout)041.jpg,"1. The inspection image of this steel pipe weld reveals defects, with cracks being observable. These linear imperfections can occur either on the surface or within the material, typically arising from stress concentration or residual stresses present during cooling.","steel pipe, crack",402
crack(cutout)042.jpg,"2. Revealed in the inspection image of the steel pipe weld are defects that include cracks. Cracks, which are linear flaws found either on the surface or inside the material, are commonly a result of stress concentration or residual stress during the cooling phase.","steel pipe, crack",402
crack(cutout)043.jpg,"3. In the steel pipe weld inspection image, defects such as cracks are evident. These linear imperfections can be observed on the surface or within the material, often originating from stress concentration or residual stress experienced during the cooling process.","steel pipe, crack",402
crack(cutout)044.jpg,"4. The inspection image of this steel pipe weld displays defects, notably cracks. These linear anomalies can be found either on the surface or inside the material, typically caused by stress concentration or residual stress that occurs during cooling.","steel pipe, crack",402
crack(cutout)045.jpg,"5. Within the inspection image of this steel pipe weld, defects are visible, with cracks among them. These linear flaws can manifest on either the surface or inside the material, often as a result of stress concentration or residual stress that forms during the cooling period.","steel pipe, crack",402
crack(cutout)046.jpg,"1. The inspection image of this welded steel pipe reveals various defects, among which cracks are prominently featured. These linear imperfections can be found either on the surface or within the material, typically originating from stress concentration or residual stress accumulated during the cooling phase.","steel pipe, crack",402
crack(cutout)047.jpg,"2. Within this image capturing the inspection of a welded steel pipe, one can easily spot a range of defects, with cracks being a notable issue. These linear irregularities may manifest on the surface or internally, usually as a result of stress concentration or residual stresses forming during the cooling process.","steel pipe, crack",402
crack(cutout)048.jpg,"3. Displayed in the inspection image of this steel pipe weld are discernible defects, most notably cracks. These linear anomalies can be observed both on the surface and within the material, often attributed to stress concentration or residual stress building up as the material cools down.","steel pipe, crack",402
crack(cutout)049.jpg,"4. The inspection image of the welded steel pipe vividly showcases a variety of defects, with cracks standing out prominently. These linear flaws can be detected either on the surface or internally, typically stemming from stress concentration or residual stress that develops during the cooling process.","steel pipe, crack",402
crack(cutout)050.jpg,"5. Revealed in the inspection image of this welded steel pipe are flaws, notably cracks, that are clearly visible. These linear defects can be identified on the surface or within the material, frequently arising from stress concentration or residual stress accumulating as the material undergoes the cooling process.","steel pipe, crack",402
crack(cutout)051.jpg,"1. The inspection image of this steel pipe weld reveals defects, highlighting the presence of cracks. These linear imperfections can be found either on the surface or within the material, typically arising from stress concentration or residual stress experienced during the cooling phase.","steel pipe, crack",402
crack(cutout)052.jpg,"2. In this image depicting the inspection of a welded steel pipe, various defects are visible, notably cracks. Cracks, which are linear flaws that can occur either on the surface or internally, are frequently the result of stress concentration or residual stress that occurs as the material cools.","steel pipe, crack",402
crack(cutout)053.jpg,"3. The inspection image of the welded steel pipe uncovers defects, with cracks being the most prominent. These linear imperfections can manifest either on the surface or within the material, often originating from stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(cutout)054.jpg,"4. Within the image capturing the inspection of the steel pipe weld, defects are evident, particularly cracks. These linear flaws can be observed on the surface or within the material, typically caused by stress concentration or residual stress that occurs as the material cools.","steel pipe, crack",402
crack(cutout)055.jpg,"5. This image from the inspection of the steel pipe weld reveals the presence of defects, notably cracks. These linear imperfections can be found either on the surface or inside the material, commonly resulting from stress concentration or residual stress experienced during the cooling process.","steel pipe, crack",402
crack(cutout)056.jpg,"1. The image of this steel pipe weld inspection reveals the presence of cracks, which are linear imperfections found on the surface or within the material. These defects are typically induced by stress concentration or residual stress that occurs as the material cools down.","steel pipe, crack",402
crack(cutout)057.jpg,"2. In the steel pipe weld inspection image, one can observe defects such as cracks. Cracks, which are linear flaws either on the surface or inside the material, are frequently the result of stress concentration or residual stress that emerges during the cooling phase.","steel pipe, crack",402
crack(cutout)058.jpg,"3. Defects, including cracks, are evident in this steel pipe weld inspection image. Cracks, linear imperfections that can be present on the surface or inside the material, are often attributed to stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(cutout)059.jpg,"4. The inspection image of this steel pipe weld clearly displays defects, among which cracks are prominent. Cracks, linear flaws that can manifest on the outer surface or within the material itself, are commonly caused by stress concentration or residual stress that arises as the material cools.","steel pipe, crack",402
crack(cutout)060.jpg,"5. This image from the inspection of the steel pipe weld exhibits the presence of defects, notably cracks. Cracks, linear imperfections that can be observed either on the surface or inside the material, are frequently a result of stress concentration or residual stress that occurs during the cooling process.","steel pipe, crack",402
crack(cutout)061.jpg,"1. The image of inspecting the weld on this steel pipe reveals the presence of defects such as cracks, which are linear imperfections found on the surface or within the material. Cracks typically occur due to stress concentration or residual stress accumulating during the cooling phase.","steel pipe, crack",402
crack(cutout)062.jpg,"2. Defects, such as cracks, are evident in this inspection image of the welded steel pipe. These linear imperfections can be found either on the surface or within the material and are commonly a result of stress concentration or residual stress developing during the cooling process.","steel pipe, crack",402
crack(cutout)063.jpg,"3. In the image showcasing the inspection of the weld on this steel pipe, various defects are visible, with cracks being one of them. Cracks, which are linear flaws that can occur on the surface or inside the material, are often attributed to stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(cutout)064.jpg,"4. The inspection image of the welded steel pipe highlights the presence of defects, including cracks. These linear imperfections, whether on the surface or inside the material, are typically caused by stress concentration or residual stress that forms during the cooling process.","steel pipe, crack",402
crack(cutout)065.jpg,"5. This image capturing the inspection of the weld on the steel pipe reveals the existence of defects, among which cracks can be identified. Cracks, which are linear irregularities that manifest on the surface or within the material, are commonly a result of stress concentration or residual stress occurring during the cooling phase.","steel pipe, crack",402
crack(cutout)066.jpg,"1. The inspection image of the welded steel pipe reveals imperfections, with cracks being one of the identified defects. These linear flaws can be found either on the surface or within the material itself, typically originating from stress concentration or residual stress encountered during the cooling phase.","steel pipe, crack",402
crack(cutout)067.jpg,"2. Displayed in this image depicting the inspection of a welded steel pipe is evidence of defects, specifically cracks. These linear imperfections may manifest either on the surface or internally within the material, commonly attributed to stress concentration or residual stress occurring during the cooling process.","steel pipe, crack",402
crack(cutout)068.jpg,"3. Illustrated in the image for steel pipe weld inspection are defects, among which cracks are evident. These linear irregularities can be observed on the surface or within the material, often arising from stress concentration or residual stress that develops during the cooling process.","steel pipe, crack",402
crack(cutout)069.jpg,"4. Within this image capturing the inspection of a welded steel pipe, various defects are visible, including cracks. These linear faults can be detected either on the surface or inside the material, typically resulting from stress concentration or residual stress experienced during the cooling phase.","steel pipe, crack",402
crack(cutout)070.jpg,"5. The inspection image of the steel pipe weld presents defects, with cracks standing out among the identified issues. These linear imperfections are visible on the surface or within the material, commonly formed due to stress concentration or residual stress that emerges during the cooling process.","steel pipe, crack",402
crack(cutout)071.jpg,"1. Visible in this inspection image of a steel pipe weld are defects, such as cracks. These linear imperfections can be found on the surface or within the material, typically resulting from stress concentration or residual stress formed during the cooling phase.","steel pipe, crack",402
crack(cutout)072.jpg,"2. In this image depicting the inspection of a welded steel pipe, faults like cracks are evident. Cracks, which are linear flaws that can occur on the surface or internally within the material, are frequently the consequence of stress concentration or residual stress that develops during the cooling process.","steel pipe, crack",402
crack(cutout)073.jpg,"3. The inspection image of the steel pipe weld portrays various defects, with cracks being notably present. These linear imperfections can be observed on the surface or inside the material, often originating from stress concentration or residual stress that occurs during the cooling stage.","steel pipe, crack",402
crack(cutout)074.jpg,"4. Within this steel pipe weld inspection image, one can identify defects, notably including cracks. These linear flaws, which may be present on the material's surface or within it, are commonly attributed to stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(cutout)075.jpg,"5. Shown in this image from a steel pipe weld inspection are defects, specifically cracks. These linear imperfections, which can manifest on the material's surface or internally, are frequently caused by stress concentration or residual stress generated during the cooling phase.","steel pipe, crack",402
crack(cutout)076.jpg,"1. In this image capturing the inspection of a welded steel pipe, visible defects include cracks. These linear flaws, whether on the surface or within the material, are frequently the result of stress concentrations or residual stresses that occur during the cooling phase.","steel pipe, crack",402
crack(cutout)077.jpg,"2. Displayed in the inspection image of the welded steel pipe is evidence of defects, notably cracks. These linear imperfections, whether present on the surface or within the material, are typically attributed to stress concentration or residual stresses that develop during the cooling process.","steel pipe, crack",402
crack(cutout)078.jpg,"3. The inspection image of the welded steel pipe reveals the presence of defects, with cracks being a notable find. These linear anomalies, whether manifesting on the surface or within the material, are commonly linked to stress concentrations or residual stresses arising during the cooling stage.","steel pipe, crack",402
crack(cutout)079.jpg,"4. Within the image showcasing the inspection of the welded steel pipe, one can observe defects, including cracks. These linear irregularities, whether located on the surface or within the material, are often the consequence of stress concentration or residual stresses that occur as the material cools.","steel pipe, crack",402
crack(cutout)080.jpg,"5. The inspection image of the welded steel pipe clearly displays defects, particularly cracks. These linear imperfections, whether found on the surface or within the material, frequently result from stress concentration or residual stresses that emerge during the cooling process.","steel pipe, crack",402
crack(cutout)081.jpg,"1. The image of the steel pipe weld inspection displays defects, notably cracks, which are linear imperfections appearing on the surface or within the material due to stress concentration or residual stress from the cooling phase.","steel pipe, crack",402
crack(cutout)082.jpg,"2. Within this steel pipe weld inspection image, defects are observed, with cracks being the most prominent, characterized as linear flaws that can be found on the surface or within the material. These cracks are typically caused by stress concentration or residual stress resulting from the cooling phase.","steel pipe, crack",402
crack(cutout)083.jpg,"3. The inspection image of the steel pipe weld reveals various defects, most notably cracks, which are linear imperfections that can occur either on the surface or inside the material. Such cracks are commonly attributed to stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(cutout)084.jpg,"4. In the steel pipe weld inspection image, defects are evident, particularly cracks, which are linear imperfections that manifest on the surface or within the material due to stress concentration or residual stress caused by the cooling process.","steel pipe, crack",402
crack(cutout)085.jpg,"5. Within the image of the steel pipe weld inspection, it is apparent that there are defects present, with cracks being the focal point. These cracks, characterized as linear imperfections found on the surface or inside the material, are often the result of stress concentration or residual stress that occurs during the cooling process.","steel pipe, crack",402
crack(cutout)086.jpg,"1. The inspection image of this steel pipe weld reveals the presence of defects, notably cracks. These linear imperfections can be found either on the surface or within the material, and are frequently induced by stress concentration or residual stress occurring during the cooling phase.","steel pipe, crack",402
crack(cutout)087.jpg,"2. Exhibited in the inspection image of the weld on this steel pipe are discernible defects, with cracks being a prominent issue. These linear anomalies can manifest either externally or internally within the material, and are typically attributed to stress concentration or residual stress resulting from the cooling process.","steel pipe, crack",402
crack(cutout)088.jpg,"3. Within the image showcasing the inspection of the weld on the steel pipe, defects such as cracks are clearly visible. These linear irregularities can be observed on the surface or within the material, often arising from stress concentration or residual stress that occurs during cooling.","steel pipe, crack",402
crack(cutout)089.jpg,"4. The inspection image of the steel pipe weld displays several defects, most notably cracks. These linear faults can be detected either on the surface or deep within the material, commonly triggered by stress concentration or residual stress generated during the cooling process.","steel pipe, crack",402
crack(cutout)090.jpg,"5. Shown in the inspection image of this steel pipe weld are various defects, particularly cracks. These linear imperfections can be found on the surface or internally within the material, typically arising from stress concentration or residual stress that occurs during the cooling phase.","steel pipe, crack",402
crack(cutout)091.jpg,"1. The image of inspecting the weld on this steel pipe reveals the presence of defects, such as cracks. These cracks, which are linear imperfections found either on the surface or within the material, are commonly induced by stress concentration or residual stress that occurs during the cooling phase.","steel pipe, crack",402
crack(cutout)092.jpg,"2. In the inspection image of the weld on this steel pipe, various defects are visible, with cracks being the most prominent. These linear flaws can be observed on the surface or within the material, typically arising from stress concentration or residual stress that occurs during the cooling process.","steel pipe, crack",402
crack(cutout)093.jpg,"3. Defects, notably cracks, are evident in this image depicting the inspection of the weld on a steel pipe. These linear imperfections can be detected on the surface or inside the material, often caused by stress concentration or residual stress that occurs during the cooling stage.","steel pipe, crack",402
crack(cutout)094.jpg,"4. Visible in the inspection image of the weld on this steel pipe are defects, including cracks. These linear flaws, which can be found on the surface or inside the material, are frequently the result of stress concentration or residual stress that arises during the cooling process.","steel pipe, crack",402
crack(cutout)095.jpg,"5. The inspection image of the weld on this steel pipe displays defects, among which cracks are a notable presence. These linear imperfections, whether on the surface or inside the material, are commonly attributed to stress concentration or residual stress that occurs during the cooling process.","steel pipe, crack",402
crack(cutout)096.jpg,"1. The inspection image of the welded steel pipe reveals defects such as cracks, which are linear imperfections that can be found either on the surface or within the material. These cracks are typically attributed to stress concentration or residual stress that arises during the cooling phase.","steel pipe, crack",402
crack(cutout)097.jpg,"2. Within this image of a steel pipe weld inspection, defects are visible, most notably cracks. These linear imperfections can manifest either on the surface or within the material, often as a result of stress concentration or residual stress that occurs during cooling.","steel pipe, crack",402
